URI,Label,Description,Type,EdgePropertyOf,SourceClass,TargetClass
http://medicaldevice.com/ontology/AccessGUDIDRecord,AccessGUDID / UDI Record,"A device record from AccessGUDID, the public view of the Global Unique Device Identification Database. A subclass of FDA Data Record. Declared in the schema but not populated in the current release.",Class,,,
http://medicaldevice.com/ontology/AdverseEventReport,Adverse Event Report,"The parent class of device adverse-event report classes, including MAUDE and MedSun reports. A subclass of FDA Data Record. Declared in the schema but not populated in the current release.",Class,,,
http://medicaldevice.com/ontology/Analyte,Analyte,A substance or constituent measured by a diagnostic test. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/ApprovalPathway,Approval Pathway,"The regulatory pathway by which a device reached the market, such as 510(k), PMA, De Novo, or HDE. Declared in the schema but not populated in the current release.",Class,,,
http://medicaldevice.com/ontology/CFRTitle21Section,21 CFR Section,"A section of Title 21 of the Code of Federal Regulations, with its authority and full regulatory text.",Class,,,
http://medicaldevice.com/ontology/CLIARecord,CLIA Laboratory Test System Record,A laboratory test system record under the Clinical Laboratory Improvement Amendments. A subclass of FDA Data Record. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/CLIAWaivedRecord,CLIA Waived Analyte Record,A record of an analyte waived from routine CLIA oversight. A subclass of FDA Data Record. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/CfrPart,21 CFR Part,A part of Title 21 of the Code of Federal Regulations that groups related sections.,Class,,,
http://medicaldevice.com/ontology/CliaWaivedAnalyte,CLIA Waived Analyte,An analyte whose test is waived from routine regulatory oversight under the Clinical Laboratory Improvement Amendments.,Class,,,
http://medicaldevice.com/ontology/Component,Component,A component of a medical device. A subclass of Device Component. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/Dataset,FDA Source Dataset,An FDA source dataset that records in the graph were extracted from. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/DeNovoRecord,De Novo Authorization,A De Novo classification request granting marketing authorization to a novel low-to-moderate risk device that has no valid predicate. A subclass of Regulatory Submission.,Class,,,
http://medicaldevice.com/ontology/DesignChange,Design Change,A change to a device design; the parent class of PMA supplements. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/DeviceComponent,Device Component,The parent class for device components. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/DeviceFDARecord,Devices@FDA Catalog Record,"An entry in the Devices@FDA catalog, linking a marketed device to the submission and pathway under which it reached the market.",Class,,,
http://medicaldevice.com/ontology/DeviceIdentifier,Device Identifier (UDI),The device identifier portion of a Unique Device Identification code. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/DeviceListing,FDA Device Listing,A device listing filed by a registered establishment. A subclass of FDA Data Record. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/DeviceMaterial,Device Material,The parent class for device materials. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/DeviceProblem,Device Problem,"A device problem code reported on MDRs for a TPLC product code, with its report and event counts.",Class,,,
http://medicaldevice.com/ontology/DevicesFDARecord,Devices@FDA Catalog Record,The declared class for Devices@FDA catalog entries. A subclass of FDA Data Record. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/FDADataRecord,FDA Data Record,The root class for records extracted from an FDA source dataset; all dataset-specific record classes are subclasses of it. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/GMDNTerm,GMDN Term,A Global Medical Device Nomenclature term describing a generic device group. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/HDERecord,Humanitarian Device Exemption Record,The declared record class for Humanitarian Device Exemptions. A subclass of Regulatory Submission. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/HumanitarianDeviceExemption,Humanitarian Device Exemption,"A Humanitarian Device Exemption record, covering a device intended to treat or diagnose a condition affecting a small patient population.",Class,,,
http://medicaldevice.com/ontology/IVDHomeUseTest,IVD Home-Use Test,An in vitro diagnostic test cleared or approved for home (over-the-counter) use.,Class,,,
http://medicaldevice.com/ontology/IVDRecord,IVD Home-Use Test Record,The declared class for in vitro diagnostic home-use test records. A subclass of FDA Data Record. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/K510Record,510(k) Submission,"A premarket notification submission under section 510(k), by which a device is cleared for market on the basis of substantial equivalence to a legally marketed predicate device. A subclass of Regulatory Submission.",Class,,,
http://medicaldevice.com/ontology/MAUDEReport,MAUDE Adverse Event Report,"A Medical Device Report (MDR) from the FDA Manufacturer and User Facility Device Experience (MAUDE) system, describing a suspected device-associated death, serious injury, or malfunction. A subclass of Adverse Event Report.",Class,,,
http://medicaldevice.com/ontology/MDRStatistic,MDR Statistic,A yearly count of medical device reports and events for a TPLC product code.,Class,,,
http://medicaldevice.com/ontology/MammographyFacility,MQSA Certified Mammography Facility,A mammography facility certified under the Mammography Quality Standards Act. A subclass of FDA Data Record.,Class,,,
http://medicaldevice.com/ontology/Manufacturer,Manufacturer,"A firm or establishment named on an FDA record, identified where possible by its FDA Establishment Identifier (FEI).",Class,,,
http://medicaldevice.com/ontology/Material,Material,A material a device is made from. A subclass of Device Material. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/MedSunReport,MedSun Safety Report,"A report from MedSun, the Medical Product Safety Network of sentinel reporting facilities. A subclass of Adverse Event Report. Declared in the schema but not populated in the current release.",Class,,,
http://medicaldevice.com/ontology/MedicalDevice,Medical Device,"A medical device, the hub entity that FDA records about the same product are attached to.",Class,,,
http://medicaldevice.com/ontology/PMAChangeMemo,PMA Supplement,"A supplement to an approved PMA covering a change to the device, its manufacturing, or its labeling. A subclass of Design Change.",Class,,,
http://medicaldevice.com/ontology/PMARecord,PMA Submission,"A Premarket Approval application, the FDA scientific and regulatory review pathway required for Class III devices. A subclass of Regulatory Submission.",Class,,,
http://medicaldevice.com/ontology/PatientOutcome,Patient Outcome,"A patient outcome code reported on MDRs for a TPLC product code, with its report and event counts.",Class,,,
http://medicaldevice.com/ontology/Postmarket522Study,522 Postmarket Surveillance Study,"A postmarket surveillance study ordered under section 522 of the Federal Food, Drug, and Cosmetic Act. A subclass of FDA Data Record.",Class,,,
http://medicaldevice.com/ontology/ProductClassificationRecord,FDA Product Classification Record,"The FDA classification record for a product code, giving its device class, regulation, review panel, and regulatory flags. A subclass of FDA Data Record.",Class,,,
http://medicaldevice.com/ontology/ProductCode,FDA Product Code,A three-letter FDA product code identifying a device type; the key most FDA device datasets join on.,Class,,,
http://medicaldevice.com/ontology/ProvenanceRecord,Provenance Record,An extraction audit record describing how and when data was harvested. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/Recall,Recall,"A recall event summarised on a TPLC product-code record, giving its class and date.",Class,,,
http://medicaldevice.com/ontology/RecallRecord,Device Recall Record,"A device recall enforcement record from the openFDA recall dataset, with the recalling firm, reason, classification, and distribution. A subclass of FDA Data Record.",Class,,,
http://medicaldevice.com/ontology/RecognizedConsensusStandard,Recognized Consensus Standard,A voluntary consensus standard recognized by FDA for use in device premarket submissions.,Class,,,
http://medicaldevice.com/ontology/RecognizedStandard,FDA Recognized Consensus Standard,The declared class for FDA-recognized voluntary consensus standards. A subclass of FDA Data Record. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/RegistrationListingRecord,FDA Registration and Listing Record,"An establishment registration and device listing record, giving the registered facility, its status, and its registration number. A subclass of FDA Data Record.",Class,,,
http://medicaldevice.com/ontology/RegulationNumber,Regulation Number,A 21 CFR regulation number under which a device type is classified.,Class,,,
http://medicaldevice.com/ontology/RegulatorySubmission,Regulatory Submission,"A premarket submission to FDA; the parent class of the 510(k), PMA, De Novo, and HDE record classes. A subclass of FDA Data Record. Declared in the schema but not populated in the current release.",Class,,,
http://medicaldevice.com/ontology/SafetyReport,Safety Report,A device safety report; a parent class for adverse-event reporting sources. A subclass of Adverse Event Report. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/SafetySignal,Safety Signal,A derived safety signal identified from postmarket data. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/SoftwareFeature,Software Feature,A software feature or function of a device. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/SourceRecord,Source Record,The raw FDA record a graph entity was derived from. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/Specialty,CLIA Laboratory Specialty,A laboratory specialty or subspecialty recognized under CLIA. Declared in the schema but not populated in the current release.,Class,,,
http://medicaldevice.com/ontology/TPLCRecord,TPLC Device Record,"A Total Product Life Cycle record, aggregating device problems, patient outcomes, MDR trends, and recalls for one FDA product code. A subclass of FDA Data Record.",Class,,,
http://medicaldevice.com/ontology/TestSystem,CLIA Test System,"A test system, assay, or instrument categorised under CLIA. Declared in the schema but not populated in the current release.",Class,,,
